Timestamp,surface,Matched_Latitude,Matched_Longitude,Discharge_m3_s,step,valid_time
2004-02-05,0.0,28.625,81.27499999999996,326.15625,1 days,2004-02-06
2004-02-06,0.0,28.625,81.27499999999996,318.53125,1 days,2004-02-07
2004-02-07,0.0,28.625,81.27499999999996,313.64062,1 days,2004-02-08
2004-02-08,0.0,28.625,81.27499999999996,307.6875,1 days,2004-02-09
2004-02-09,0.0,28.625,81.27499999999996,299.59375,1 days,2004-02-10
2004-02-10,0.0,28.625,81.27499999999996,294.57812,1 days,2004-02-11
2004-02-11,0.0,28.625,81.27499999999996,294.57812,1 days,2004-02-12
2004-02-12,0.0,28.625,81.27499999999996,291.67188,1 days,2004-02-13
2004-02-13,0.0,28.625,81.27499999999996,286.46875,1 days,2004-02-14
2004-02-14,0.0,28.625,81.27499999999996,282.3125,1 days,2004-02-15
2004-02-15,0.0,28.625,81.27499999999996,279.84375,1 days,2004-02-16
2004-02-16,0.0,28.625,81.27499999999996,277.29688,1 days,2004-02-17
2004-02-17,0.0,28.625,81.27499999999996,273.59375,1 days,2004-02-18
2004-02-18,0.0,28.625,81.27499999999996,271.9375,1 days,2004-02-19
2004-02-19,0.0,28.625,81.27499999999996,280.0,1 days,2004-02-20
2004-02-20,0.0,28.625,81.27499999999996,292.5,1 days,2004-02-21
2004-02-21,0.0,28.625,81.27499999999996,295.51562,1 days,2004-02-22
2004-02-22,0.0,28.625,81.27499999999996,292.875,1 days,2004-02-23
2004-02-23,0.0,28.625,81.27499999999996,290.9375,1 days,2004-02-24
2004-02-24,0.0,28.625,81.27499999999996,288.5,1 days,2004-02-25
2004-02-25,0.0,28.625,81.27499999999996,287.34375,1 days,2004-02-26
2004-02-26,0.0,28.625,81.27499999999996,287.75,1 days,2004-02-27
2004-02-27,0.0,28.625,81.27499999999996,291.46875,1 days,2004-02-28
2004-02-28,0.0,28.625,81.27499999999996,296.5,1 days,2004-02-29
2004-02-29,0.0,28.625,81.27499999999996,298.46875,1 days,2004-03-01
2004-03-01,0.0,28.625,81.27499999999996,296.21875,1 days,2004-03-02
2004-03-02,0.0,28.625,81.27499999999996,292.65625,1 days,2004-03-03
2004-03-03,0.0,28.625,81.27499999999996,289.46875,1 days,2004-03-04
2004-03-04,0.0,28.625,81.27499999999996,287.71875,1 days,2004-03-05
2004-03-05,0.0,28.625,81.27499999999996,286.4375,1 days,2004-03-06
2004-03-06,0.0,28.625,81.27499999999996,286.28125,1 days,2004-03-07
2004-03-07,0.0,28.625,81.27499999999996,285.09375,1 days,2004-03-08
2004-03-08,0.0,28.625,81.27499999999996,281.9375,1 days,2004-03-09
2004-03-09,0.0,28.625,81.27499999999996,279.34375,1 days,2004-03-10
2004-03-10,0.0,28.625,81.27499999999996,279.5625,1 days,2004-03-11
2004-03-11,0.0,28.625,81.27499999999996,281.375,1 days,2004-03-12
2004-03-12,0.0,28.625,81.27499999999996,282.9375,1 days,2004-03-13
2004-03-13,0.0,28.625,81.27499999999996,282.25,1 days,2004-03-14
2004-03-14,0.0,28.625,81.27499999999996,280.125,1 days,2004-03-15
2004-03-15,0.0,28.625,81.27499999999996,278.25,1 days,2004-03-16
2004-03-16,0.0,28.625,81.27499999999996,276.875,1 days,2004-03-17
2004-03-17,0.0,28.625,81.27499999999996,276.375,1 days,2004-03-18
2004-03-18,0.0,28.625,81.27499999999996,277.46875,1 days,2004-03-19
2004-03-19,0.0,28.625,81.27499999999996,280.53125,1 days,2004-03-20
2004-03-20,0.0,28.625,81.27499999999996,284.78125,1 days,2004-03-21
2004-03-21,0.0,28.625,81.27499999999996,287.375,1 days,2004-03-22
2004-03-22,0.0,28.625,81.27499999999996,291.53125,1 days,2004-03-23
2004-03-23,0.0,28.625,81.27499999999996,295.3125,1 days,2004-03-24
2004-03-24,0.0,28.625,81.27499999999996,297.1875,1 days,2004-03-25
2004-03-25,0.0,28.625,81.27499999999996,295.875,1 days,2004-03-26
2004-03-26,0.0,28.625,81.27499999999996,292.40625,1 days,2004-03-27
2004-03-27,0.0,28.625,81.27499999999996,288.0,1 days,2004-03-28
2004-03-28,0.0,28.625,81.27499999999996,282.375,1 days,2004-03-29
2004-03-29,0.0,28.625,81.27499999999996,276.6875,1 days,2004-03-30
2004-03-30,0.0,28.625,81.27499999999996,271.6875,1 days,2004-03-31
2004-03-31,0.0,28.625,81.27499999999996,267.65625,1 days,2004-04-01
2004-04-01,0.0,28.625,81.27499999999996,263.90625,1 days,2004-04-02
2004-04-02,0.0,28.625,81.27499999999996,261.375,1 days,2004-04-03
2004-04-03,0.0,28.625,81.27499999999996,261.0,1 days,2004-04-04
2004-04-04,0.0,28.625,81.27499999999996,260.34375,1 days,2004-04-05
2004-04-05,0.0,28.625,81.27499999999996,258.21875,1 days,2004-04-06
2004-04-06,0.0,28.625,81.27499999999996,256.75,1 days,2004-04-07
2004-04-07,0.0,28.625,81.27499999999996,261.59375,1 days,2004-04-08
2004-04-08,0.0,28.625,81.27499999999996,273.6875,1 days,2004-04-09
2004-04-09,0.0,28.625,81.27499999999996,293.40625,1 days,2004-04-10
2004-04-10,0.0,28.625,81.27499999999996,304.875,1 days,2004-04-11
2004-04-11,0.0,28.625,81.27499999999996,305.53125,1 days,2004-04-12
2004-04-12,0.0,28.625,81.27499999999996,300.34375,1 days,2004-04-13
2004-04-13,0.0,28.625,81.27499999999996,294.90625,1 days,2004-04-14
2004-04-14,0.0,28.625,81.27499999999996,292.0,1 days,2004-04-15
2004-04-15,0.0,28.625,81.27499999999996,290.65625,1 days,2004-04-16
2004-04-16,0.0,28.625,81.27499999999996,289.90625,1 days,2004-04-17
2004-04-17,0.0,28.625,81.27499999999996,286.5,1 days,2004-04-18
2004-04-18,0.0,28.625,81.27499999999996,284.40625,1 days,2004-04-19
2004-04-19,0.0,28.625,81.27499999999996,283.125,1 days,2004-04-20
2004-04-20,0.0,28.625,81.27499999999996,280.25,1 days,2004-04-21
2004-04-21,0.0,28.625,81.27499999999996,279.0,1 days,2004-04-22
2004-04-22,0.0,28.625,81.27499999999996,282.65625,1 days,2004-04-23
2004-04-23,0.0,28.625,81.27499999999996,293.1875,1 days,2004-04-24
2004-04-24,0.0,28.625,81.27499999999996,308.59375,1 days,2004-04-25
2004-04-25,0.0,28.625,81.27499999999996,324.875,1 days,2004-04-26
2004-04-26,0.0,28.625,81.27499999999996,326.0625,1 days,2004-04-27
2004-04-27,0.0,28.625,81.27499999999996,323.78125,1 days,2004-04-28
2004-04-28,0.0,28.625,81.27499999999996,337.65625,1 days,2004-04-29
2004-04-29,0.0,28.625,81.27499999999996,366.0,1 days,2004-04-30
2004-04-30,0.0,28.625,81.27499999999996,390.4375,1 days,2004-05-01
2004-05-01,0.0,28.625,81.27499999999996,430.84375,1 days,2004-05-02
2004-05-02,0.0,28.625,81.27499999999996,471.46875,1 days,2004-05-03
2004-05-03,0.0,28.625,81.27499999999996,476.65625,1 days,2004-05-04
2004-05-04,0.0,28.625,81.27499999999996,459.5,1 days,2004-05-05
2004-05-05,0.0,28.625,81.27499999999996,445.4375,1 days,2004-05-06
2004-05-06,0.0,28.625,81.27499999999996,432.03125,1 days,2004-05-07
2004-05-07,0.0,28.625,81.27499999999996,418.15625,1 days,2004-05-08
2004-05-08,0.0,28.625,81.27499999999996,405.3125,1 days,2004-05-09
2004-05-09,0.0,28.625,81.27499999999996,352.71875,1 days,2004-05-10
2004-05-10,0.0,28.625,81.27499999999996,318.0625,1 days,2004-05-11
2004-05-11,0.0,28.625,81.27499999999996,306.65625,1 days,2004-05-12
2004-05-12,0.0,28.625,81.27499999999996,297.1875,1 days,2004-05-13
2004-05-13,0.0,28.625,81.27499999999996,288.375,1 days,2004-05-14
2004-05-14,0.0,28.625,81.27499999999996,281.15625,1 days,2004-05-15
2004-05-15,0.0,28.625,81.27499999999996,276.25,1 days,2004-05-16
2004-05-16,0.0,28.625,81.27499999999996,276.28125,1 days,2004-05-17
2004-05-17,0.0,28.625,81.27499999999996,284.8125,1 days,2004-05-18
2004-05-18,0.0,28.625,81.27499999999996,305.875,1 days,2004-05-19
2004-05-19,0.0,28.625,81.27499999999996,359.4375,1 days,2004-05-20
2004-05-20,0.0,28.625,81.27499999999996,400.46875,1 days,2004-05-21
2004-05-21,0.0,28.625,81.27499999999996,430.8125,1 days,2004-05-22
2004-05-22,0.0,28.625,81.27499999999996,457.21875,1 days,2004-05-23
2004-05-23,0.0,28.625,81.27499999999996,502.1875,1 days,2004-05-24
2004-05-24,0.0,28.625,81.27499999999996,546.1875,1 days,2004-05-25
2004-05-25,0.0,28.625,81.27499999999996,563.9375,1 days,2004-05-26
2004-05-26,0.0,28.625,81.27499999999996,564.65625,1 days,2004-05-27
2004-05-27,0.0,28.625,81.27499999999996,560.875,1 days,2004-05-28
2004-05-28,0.0,28.625,81.27499999999996,559.46875,1 days,2004-05-29
2004-05-29,0.0,28.625,81.27499999999996,562.75,1 days,2004-05-30
2004-05-30,0.0,28.625,81.27499999999996,556.9375,1 days,2004-05-31
2004-05-31,0.0,28.625,81.27499999999996,545.9375,1 days,2004-06-01
2004-06-01,0.0,28.625,81.27499999999996,540.4375,1 days,2004-06-02
2004-06-02,0.0,28.625,81.27499999999996,542.3125,1 days,2004-06-03
2004-06-03,0.0,28.625,81.27499999999996,547.15625,1 days,2004-06-04
2004-06-04,0.0,28.625,81.27499999999996,550.21875,1 days,2004-06-05
2004-06-05,0.0,28.625,81.27499999999996,561.65625,1 days,2004-06-06
2004-06-06,0.0,28.625,81.27499999999996,577.96875,1 days,2004-06-07
2004-06-07,0.0,28.625,81.27499999999996,591.03125,1 days,2004-06-08
2004-06-08,0.0,28.625,81.27499999999996,590.46875,1 days,2004-06-09
2004-06-09,0.0,28.625,81.27499999999996,585.09375,1 days,2004-06-10
2004-06-10,0.0,28.625,81.27499999999996,575.03125,1 days,2004-06-11
2004-06-11,0.0,28.625,81.27499999999996,578.90625,1 days,2004-06-12
2004-06-12,0.0,28.625,81.27499999999996,586.3125,1 days,2004-06-13
2004-06-13,0.0,28.625,81.27499999999996,581.8125,1 days,2004-06-14
2004-06-14,0.0,28.625,81.27499999999996,592.34375,1 days,2004-06-15
2004-06-15,0.0,28.625,81.27499999999996,635.8125,1 days,2004-06-16
2004-06-16,0.0,28.625,81.27499999999996,707.0156,1 days,2004-06-17
2004-06-17,0.0,28.625,81.27499999999996,822.46875,1 days,2004-06-18
2004-06-18,0.0,28.625,81.27499999999996,1011.03125,1 days,2004-06-19
2004-06-19,0.0,28.625,81.27499999999996,1131.6875,1 days,2004-06-20
2004-06-20,0.0,28.625,81.27499999999996,1660.8906,1 days,2004-06-21
2004-06-21,0.0,28.625,81.27499999999996,1648.4531,1 days,2004-06-22
2004-06-22,0.0,28.625,81.27499999999996,1552.3281,1 days,2004-06-23
2004-06-23,0.0,28.625,81.27499999999996,1487.9375,1 days,2004-06-24
2004-06-24,0.0,28.625,81.27499999999996,1426.1875,1 days,2004-06-25
2004-06-25,0.0,28.625,81.27499999999996,1382.4219,1 days,2004-06-26
2004-06-26,0.0,28.625,81.27499999999996,1341.6562,1 days,2004-06-27
2004-06-27,0.0,28.625,81.27499999999996,1304.8906,1 days,2004-06-28
2004-06-28,0.0,28.625,81.27499999999996,1278.4062,1 days,2004-06-29
2004-06-29,0.0,28.625,81.27499999999996,1262.1406,1 days,2004-06-30
2004-06-30,0.0,28.625,81.27499999999996,1266.5469,1 days,2004-07-01
2004-07-01,0.0,28.625,81.27499999999996,1295.8906,1 days,2004-07-02
2004-07-02,0.0,28.625,81.27499999999996,1382.5781,1 days,2004-07-03
2004-07-03,0.0,28.625,81.27499999999996,1804.5156,1 days,2004-07-04
2004-07-04,0.0,28.625,81.27499999999996,1723.3438,1 days,2004-07-05
2004-07-05,0.0,28.625,81.27499999999996,1736.7969,1 days,2004-07-06
2004-07-06,0.0,28.625,81.27499999999996,1834.7812,1 days,2004-07-07
2004-07-07,0.0,28.625,81.27499999999996,2721.6719,1 days,2004-07-08
2004-07-08,0.0,28.625,81.27499999999996,2860.4844,1 days,2004-07-09
2004-07-09,0.0,28.625,81.27499999999996,2560.3438,1 days,2004-07-10
2004-07-10,0.0,28.625,81.27499999999996,2370.5156,1 days,2004-07-11
2004-07-11,0.0,28.625,81.27499999999996,2337.2656,1 days,2004-07-12
2004-07-12,0.0,28.625,81.27499999999996,2290.9375,1 days,2004-07-13
2004-07-13,0.0,28.625,81.27499999999996,2203.4062,1 days,2004-07-14
2004-07-14,0.0,28.625,81.27499999999996,2159.625,1 days,2004-07-15
2004-07-15,0.0,28.625,81.27499999999996,2152.8438,1 days,2004-07-16
2004-07-16,0.0,28.625,81.27499999999996,2139.5,1 days,2004-07-17
2004-07-17,0.0,28.625,81.27499999999996,2155.4531,1 days,2004-07-18
2004-07-18,0.0,28.625,81.27499999999996,2222.4062,1 days,2004-07-19
2004-07-19,0.0,28.625,81.27499999999996,2177.6562,1 days,2004-07-20
2004-07-20,0.0,28.625,81.27499999999996,2098.2344,1 days,2004-07-21
2004-07-21,0.0,28.625,81.27499999999996,2005.125,1 days,2004-07-22
2004-07-22,0.0,28.625,81.27499999999996,1917.3125,1 days,2004-07-23
2004-07-23,0.0,28.625,81.27499999999996,1853.3125,1 days,2004-07-24
2004-07-24,0.0,28.625,81.27499999999996,1836.2969,1 days,2004-07-25
2004-07-25,0.0,28.625,81.27499999999996,1874.0312,1 days,2004-07-26
2004-07-26,0.0,28.625,81.27499999999996,1993.9375,1 days,2004-07-27
2004-07-27,0.0,28.625,81.27499999999996,2270.0312,1 days,2004-07-28
2004-07-28,0.0,28.625,81.27499999999996,2406.9688,1 days,2004-07-29
2004-07-29,0.0,28.625,81.27499999999996,2538.0938,1 days,2004-07-30
2004-07-30,0.0,28.625,81.27499999999996,2563.8594,1 days,2004-07-31
2004-07-31,0.0,28.625,81.27499999999996,2604.7188,1 days,2004-08-01
2004-08-01,0.0,28.625,81.27499999999996,2652.0156,1 days,2004-08-02
2004-08-02,0.0,28.625,81.27499999999996,2644.8906,1 days,2004-08-03
2004-08-03,0.0,28.625,81.27499999999996,2569.625,1 days,2004-08-04
2004-08-04,0.0,28.625,81.27499999999996,2496.9531,1 days,2004-08-05
2004-08-05,0.0,28.625,81.27499999999996,2604.0781,1 days,2004-08-06
2004-08-06,0.0,28.625,81.27499999999996,2637.5312,1 days,2004-08-07
2004-08-07,0.0,28.625,81.27499999999996,2748.6719,1 days,2004-08-08
2004-08-08,0.0,28.625,81.27499999999996,2805.2344,1 days,2004-08-09
2004-08-09,0.0,28.625,81.27499999999996,2823.4688,1 days,2004-08-10
2004-08-10,0.0,28.625,81.27499999999996,2811.8594,1 days,2004-08-11
2004-08-11,0.0,28.625,81.27499999999996,2771.4375,1 days,2004-08-12
2004-08-12,0.0,28.625,81.27499999999996,2727.625,1 days,2004-08-13
2004-08-13,0.0,28.625,81.27499999999996,2664.1562,1 days,2004-08-14
2004-08-14,0.0,28.625,81.27499999999996,2627.5625,1 days,2004-08-15
2004-08-15,0.0,28.625,81.27499999999996,2672.4375,1 days,2004-08-16
2004-08-16,0.0,28.625,81.27499999999996,2788.625,1 days,2004-08-17
2004-08-17,0.0,28.625,81.27499999999996,2822.1406,1 days,2004-08-18
2004-08-18,0.0,28.625,81.27499999999996,2817.6094,1 days,2004-08-19
2004-08-19,0.0,28.625,81.27499999999996,2805.4375,1 days,2004-08-20
2004-08-20,0.0,28.625,81.27499999999996,2782.2188,1 days,2004-08-21
2004-08-21,0.0,28.625,81.27499999999996,2801.6562,1 days,2004-08-22
2004-08-22,0.0,28.625,81.27499999999996,2804.5312,1 days,2004-08-23
2004-08-23,0.0,28.625,81.27499999999996,2771.125,1 days,2004-08-24
2004-08-24,0.0,28.625,81.27499999999996,2733.4688,1 days,2004-08-25
2004-08-25,0.0,28.625,81.27499999999996,2674.1562,1 days,2004-08-26
2004-08-26,0.0,28.625,81.27499999999996,2608.75,1 days,2004-08-27
2004-08-27,0.0,28.625,81.27499999999996,2546.2188,1 days,2004-08-28
2004-08-28,0.0,28.625,81.27499999999996,2462.3125,1 days,2004-08-29
2004-08-29,0.0,28.625,81.27499999999996,2371.0156,1 days,2004-08-30
2004-08-30,0.0,28.625,81.27499999999996,2279.4688,1 days,2004-08-31
2004-08-31,0.0,28.625,81.27499999999996,2194.5312,1 days,2004-09-01
2004-09-01,0.0,28.625,81.27499999999996,2108.6406,1 days,2004-09-02
2004-09-02,0.0,28.625,81.27499999999996,2025.75,1 days,2004-09-03
2004-09-03,0.0,28.625,81.27499999999996,1946.4375,1 days,2004-09-04
2004-09-04,0.0,28.625,81.27499999999996,1876.1172,1 days,2004-09-05
2004-09-05,0.0,28.625,81.27499999999996,1807.5703,1 days,2004-09-06
2004-09-06,0.0,28.625,81.27499999999996,1740.9453,1 days,2004-09-07
2004-09-07,0.0,28.625,81.27499999999996,1676.2734,1 days,2004-09-08
2004-09-08,0.0,28.625,81.27499999999996,1623.0234,1 days,2004-09-09
2004-09-09,0.0,28.625,81.27499999999996,1650.1719,1 days,2004-09-10
2004-09-10,0.0,28.625,81.27499999999996,1798.6094,1 days,2004-09-11
2004-09-11,0.0,28.625,81.27499999999996,1838.375,1 days,2004-09-12
2004-09-12,0.0,28.625,81.27499999999996,1814.625,1 days,2004-09-13
2004-09-13,0.0,28.625,81.27499999999996,1813.8203,1 days,2004-09-14
2004-09-14,0.0,28.625,81.27499999999996,2130.5,1 days,2004-09-15
2004-09-15,0.0,28.625,81.27499999999996,2092.4688,1 days,2004-09-16
2004-09-16,0.0,28.625,81.27499999999996,1973.4375,1 days,2004-09-17
2004-09-17,0.0,28.625,81.27499999999996,1873.4688,1 days,2004-09-18
2004-09-18,0.0,28.625,81.27499999999996,1804.1016,1 days,2004-09-19
2004-09-19,0.0,28.625,81.27499999999996,1752.7969,1 days,2004-09-20
2004-09-20,0.0,28.625,81.27499999999996,1710.8984,1 days,2004-09-21
2004-09-21,0.0,28.625,81.27499999999996,1722.875,1 days,2004-09-22
2004-09-22,0.0,28.625,81.27499999999996,1760.75,1 days,2004-09-23
2004-09-23,0.0,28.625,81.27499999999996,1747.4688,1 days,2004-09-24
2004-09-24,0.0,28.625,81.27499999999996,1682.5938,1 days,2004-09-25
2004-09-25,0.0,28.625,81.27499999999996,1608.3125,1 days,2004-09-26
2004-09-26,0.0,28.625,81.27499999999996,1540.5391,1 days,2004-09-27
2004-09-27,0.0,28.625,81.27499999999996,1479.3438,1 days,2004-09-28
2004-09-28,0.0,28.625,81.27499999999996,1441.5625,1 days,2004-09-29
2004-09-29,0.0,28.625,81.27499999999996,1422.8984,1 days,2004-09-30
2004-09-30,0.0,28.625,81.27499999999996,1397.3281,1 days,2004-10-01
2004-10-01,0.0,28.625,81.27499999999996,1357.5078,1 days,2004-10-02
2004-10-02,0.0,28.625,81.27499999999996,1339.8438,1 days,2004-10-03
2004-10-03,0.0,28.625,81.27499999999996,1343.4844,1 days,2004-10-04
2004-10-04,0.0,28.625,81.27499999999996,1346.5234,1 days,2004-10-05
2004-10-05,0.0,28.625,81.27499999999996,1333.4219,1 days,2004-10-06
2004-10-06,0.0,28.625,81.27499999999996,1301.7969,1 days,2004-10-07
2004-10-07,0.0,28.625,81.27499999999996,1263.2891,1 days,2004-10-08
2004-10-08,0.0,28.625,81.27499999999996,1223.7812,1 days,2004-10-09
2004-10-09,0.0,28.625,81.27499999999996,1182.6719,1 days,2004-10-10
2004-10-10,0.0,28.625,81.27499999999996,1137.7422,1 days,2004-10-11
2004-10-11,0.0,28.625,81.27499999999996,1245.5156,1 days,2004-10-12
2004-10-12,0.0,28.625,81.27499999999996,1291.2656,1 days,2004-10-13
2004-10-13,0.0,28.625,81.27499999999996,1283.7031,1 days,2004-10-14
2004-10-14,0.0,28.625,81.27499999999996,1235.3125,1 days,2004-10-15
2004-10-15,0.0,28.625,81.27499999999996,1179.2266,1 days,2004-10-16
2004-10-16,0.0,28.625,81.27499999999996,1124.3438,1 days,2004-10-17
2004-10-17,0.0,28.625,81.27499999999996,1070.5703,1 days,2004-10-18
2004-10-18,0.0,28.625,81.27499999999996,1022.1406,1 days,2004-10-19
2004-10-19,0.0,28.625,81.27499999999996,979.8203,1 days,2004-10-20
2004-10-20,0.0,28.625,81.27499999999996,941.21875,1 days,2004-10-21
2004-10-21,0.0,28.625,81.27499999999996,905.3047,1 days,2004-10-22
2004-10-22,0.0,28.625,81.27499999999996,870.5547,1 days,2004-10-23
2004-10-23,0.0,28.625,81.27499999999996,837.0781,1 days,2004-10-24
2004-10-24,0.0,28.625,81.27499999999996,804.58594,1 days,2004-10-25
2004-10-25,0.0,28.625,81.27499999999996,775.8672,1 days,2004-10-26
2004-10-26,0.0,28.625,81.27499999999996,749.28125,1 days,2004-10-27
2004-10-27,0.0,28.625,81.27499999999996,725.53906,1 days,2004-10-28
2004-10-28,0.0,28.625,81.27499999999996,707.3281,1 days,2004-10-29
2004-10-29,0.0,28.625,81.27499999999996,687.0625,1 days,2004-10-30
2004-10-30,0.0,28.625,81.27499999999996,665.71875,1 days,2004-10-31
2004-10-31,0.0,28.625,81.27499999999996,643.97656,1 days,2004-11-01
2004-11-01,0.0,28.625,81.27499999999996,620.60156,1 days,2004-11-02
2004-11-02,0.0,28.625,81.27499999999996,598.1719,1 days,2004-11-03
2004-11-03,0.0,28.625,81.27499999999996,576.78906,1 days,2004-11-04
2004-11-04,0.0,28.625,81.27499999999996,556.5156,1 days,2004-11-05
2004-11-05,0.0,28.625,81.27499999999996,537.22656,1 days,2004-11-06
2004-11-06,0.0,28.625,81.27499999999996,519.3281,1 days,2004-11-07
2004-11-07,0.0,28.625,81.27499999999996,503.35156,1 days,2004-11-08
2004-11-08,0.0,28.625,81.27499999999996,489.3672,1 days,2004-11-09
2004-11-09,0.0,28.625,81.27499999999996,476.29688,1 days,2004-11-10
2004-11-10,0.0,28.625,81.27499999999996,463.70312,1 days,2004-11-11
2004-11-11,0.0,28.625,81.27499999999996,452.1797,1 days,2004-11-12
2004-11-12,0.0,28.625,81.27499999999996,442.96094,1 days,2004-11-13
2004-11-13,0.0,28.625,81.27499999999996,434.29688,1 days,2004-11-14
2004-11-14,0.0,28.625,81.27499999999996,424.41406,1 days,2004-11-15
2004-11-15,0.0,28.625,81.27499999999996,414.23438,1 days,2004-11-16
2004-11-16,0.0,28.625,81.27499999999996,404.02344,1 days,2004-11-17
2004-11-17,0.0,28.625,81.27499999999996,394.67188,1 days,2004-11-18
2004-11-18,0.0,28.625,81.27499999999996,387.35156,1 days,2004-11-19
2004-11-19,0.0,28.625,81.27499999999996,385.76562,1 days,2004-11-20
2004-11-20,0.0,28.625,81.27499999999996,386.35938,1 days,2004-11-21
2004-11-21,0.0,28.625,81.27499999999996,379.0703,1 days,2004-11-22
2004-11-22,0.0,28.625,81.27499999999996,371.75,1 days,2004-11-23
2004-11-23,0.0,28.625,81.27499999999996,370.96875,1 days,2004-11-24
2004-11-24,0.0,28.625,81.27499999999996,380.84375,1 days,2004-11-25
2004-11-25,0.0,28.625,81.27499999999996,382.82812,1 days,2004-11-26
2004-11-26,0.0,28.625,81.27499999999996,379.67188,1 days,2004-11-27
2004-11-27,0.0,28.625,81.27499999999996,380.04688,1 days,2004-11-28
2004-11-28,0.0,28.625,81.27499999999996,377.34375,1 days,2004-11-29
2004-11-29,0.0,28.625,81.27499999999996,369.375,1 days,2004-11-30
2004-11-30,0.0,28.625,81.27499999999996,359.76562,1 days,2004-12-01
2004-12-01,0.0,28.625,81.27499999999996,352.6875,1 days,2004-12-02
2004-12-02,0.0,28.625,81.27499999999996,349.09375,1 days,2004-12-03
2004-12-03,0.0,28.625,81.27499999999996,346.1875,1 days,2004-12-04
2004-12-04,0.0,28.625,81.27499999999996,340.125,1 days,2004-12-05
2004-12-05,0.0,28.625,81.27499999999996,334.09375,1 days,2004-12-06
2004-12-06,0.0,28.625,81.27499999999996,329.0,1 days,2004-12-07
2004-12-07,0.0,28.625,81.27499999999996,323.6875,1 days,2004-12-08
2004-12-08,0.0,28.625,81.27499999999996,319.29688,1 days,2004-12-09
2004-12-09,0.0,28.625,81.27499999999996,315.57812,1 days,2004-12-10
2004-12-10,0.0,28.625,81.27499999999996,311.29688,1 days,2004-12-11
2004-12-11,0.0,28.625,81.27499999999996,306.71875,1 days,2004-12-12
2004-12-12,0.0,28.625,81.27499999999996,301.60938,1 days,2004-12-13
2004-12-13,0.0,28.625,81.27499999999996,296.5,1 days,2004-12-14
2004-12-14,0.0,28.625,81.27499999999996,291.73438,1 days,2004-12-15
2004-12-15,0.0,28.625,81.27499999999996,287.125,1 days,2004-12-16
2004-12-16,0.0,28.625,81.27499999999996,282.59375,1 days,2004-12-17
2004-12-17,0.0,28.625,81.27499999999996,278.375,1 days,2004-12-18
2004-12-18,0.0,28.625,81.27499999999996,274.23438,1 days,2004-12-19
2004-12-19,0.0,28.625,81.27499999999996,270.34375,1 days,2004-12-20
